compile_order,circuit_inventory_id,pair_id,regime,depth,two_qubit_count,num_qubits,ops
170,zz4_H0_zz4_pair_0170,zz4_pair_0170,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
171,zz4_H0_zz4_pair_0171,zz4_pair_0171,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
172,zz4_H0_zz4_pair_0172,zz4_pair_0172,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
173,zz4_H0_zz4_pair_0173,zz4_pair_0173,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
174,zz4_H0_zz4_pair_0174,zz4_pair_0174,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
175,zz4_H0_zz4_pair_0175,zz4_pair_0175,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
176,zz4_H0_zz4_pair_0176,zz4_pair_0176,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
177,zz4_H0_zz4_pair_0177,zz4_pair_0177,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
178,zz4_H0_zz4_pair_0178,zz4_pair_0178,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
179,zz4_H0_zz4_pair_0179,zz4_pair_0179,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
180,zz4_H0_zz4_pair_0180,zz4_pair_0180,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
181,zz4_H0_zz4_pair_0181,zz4_pair_0181,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
182,zz4_H0_zz4_pair_0182,zz4_pair_0182,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
183,zz4_H0_zz4_pair_0183,zz4_pair_0183,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
184,zz4_H0_zz4_pair_0184,zz4_pair_0184,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
185,zz4_H0_zz4_pair_0185,zz4_pair_0185,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
186,zz4_H0_zz4_pair_0186,zz4_pair_0186,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
187,zz4_H0_zz4_pair_0187,zz4_pair_0187,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
188,zz4_H0_zz4_pair_0188,zz4_pair_0188,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
189,zz4_H0_zz4_pair_0189,zz4_pair_0189,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
190,zz4_H0_zz4_pair_0190,zz4_pair_0190,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
191,zz4_H0_zz4_pair_0191,zz4_pair_0191,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
192,zz4_H0_zz4_pair_0192,zz4_pair_0192,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
193,zz4_H0_zz4_pair_0193,zz4_pair_0193,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
194,zz4_H0_zz4_pair_0194,zz4_pair_0194,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
195,zz4_H0_zz4_pair_0195,zz4_pair_0195,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
196,zz4_H0_zz4_pair_0196,zz4_pair_0196,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
197,zz4_H0_zz4_pair_0197,zz4_pair_0197,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
198,zz4_H0_zz4_pair_0198,zz4_pair_0198,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
199,zz4_H0_zz4_pair_0199,zz4_pair_0199,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
200,zz4_H0_zz4_pair_0200,zz4_pair_0200,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
201,zz4_H0_zz4_pair_0201,zz4_pair_0201,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
202,zz4_H0_zz4_pair_0202,zz4_pair_0202,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
203,zz4_H0_zz4_pair_0203,zz4_pair_0203,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
204,zz4_H0_zz4_pair_0204,zz4_pair_0204,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
205,zz4_H0_zz4_pair_0205,zz4_pair_0205,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
206,zz4_H0_zz4_pair_0206,zz4_pair_0206,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
207,zz4_H0_zz4_pair_0207,zz4_pair_0207,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
208,zz4_H0_zz4_pair_0208,zz4_pair_0208,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
209,zz4_H0_zz4_pair_0209,zz4_pair_0209,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
210,zz4_H0_zz4_pair_0210,zz4_pair_0210,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
211,zz4_H0_zz4_pair_0211,zz4_pair_0211,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
212,zz4_H0_zz4_pair_0212,zz4_pair_0212,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
213,zz4_H0_zz4_pair_0213,zz4_pair_0213,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
214,zz4_H0_zz4_pair_0214,zz4_pair_0214,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
215,zz4_H0_zz4_pair_0215,zz4_pair_0215,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
216,zz4_H0_zz4_pair_0216,zz4_pair_0216,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
217,zz4_H0_zz4_pair_0217,zz4_pair_0217,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
218,zz4_H0_zz4_pair_0218,zz4_pair_0218,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
219,zz4_H0_zz4_pair_0219,zz4_pair_0219,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
220,zz4_H0_zz4_pair_0220,zz4_pair_0220,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
221,zz4_H0_zz4_pair_0221,zz4_pair_0221,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
222,zz4_H0_zz4_pair_0222,zz4_pair_0222,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
223,zz4_H0_zz4_pair_0223,zz4_pair_0223,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
224,zz4_H0_zz4_pair_0224,zz4_pair_0224,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
225,zz4_H0_zz4_pair_0225,zz4_pair_0225,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
226,zz4_H0_zz4_pair_0226,zz4_pair_0226,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
227,zz4_H0_zz4_pair_0227,zz4_pair_0227,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
228,zz4_H0_zz4_pair_0228,zz4_pair_0228,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
229,zz4_H0_zz4_pair_0229,zz4_pair_0229,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
230,zz4_H0_zz4_pair_0230,zz4_pair_0230,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
231,zz4_H0_zz4_pair_0231,zz4_pair_0231,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
232,zz4_H0_zz4_pair_0232,zz4_pair_0232,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
233,zz4_H0_zz4_pair_0233,zz4_pair_0233,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
234,zz4_H0_zz4_pair_0234,zz4_pair_0234,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
235,zz4_H0_zz4_pair_0235,zz4_pair_0235,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
236,zz4_H0_zz4_pair_0236,zz4_pair_0236,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
237,zz4_H0_zz4_pair_0237,zz4_pair_0237,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
238,zz4_H0_zz4_pair_0238,zz4_pair_0238,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
239,zz4_H0_zz4_pair_0239,zz4_pair_0239,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
240,zz4_H0_zz4_pair_0240,zz4_pair_0240,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
241,zz4_H0_zz4_pair_0241,zz4_pair_0241,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
242,zz4_H0_zz4_pair_0242,zz4_pair_0242,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
243,zz4_H0_zz4_pair_0243,zz4_pair_0243,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
244,zz4_H0_zz4_pair_0244,zz4_pair_0244,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
245,zz4_H0_zz4_pair_0245,zz4_pair_0245,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
246,zz4_H0_zz4_pair_0246,zz4_pair_0246,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
247,zz4_H0_zz4_pair_0247,zz4_pair_0247,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
248,zz4_H0_zz4_pair_0248,zz4_pair_0248,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
249,zz4_H0_zz4_pair_0249,zz4_pair_0249,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
250,zz4_H0_zz4_pair_0250,zz4_pair_0250,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
251,zz4_H0_zz4_pair_0251,zz4_pair_0251,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
252,zz4_H0_zz4_pair_0252,zz4_pair_0252,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
253,zz4_H0_zz4_pair_0253,zz4_pair_0253,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
254,zz4_H0_zz4_pair_0254,zz4_pair_0254,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
255,zz4_H0_zz4_pair_0255,zz4_pair_0255,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
256,zz4_H0_zz4_pair_0256,zz4_pair_0256,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
257,zz4_H0_zz4_pair_0257,zz4_pair_0257,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
258,zz4_H0_zz4_pair_0258,zz4_pair_0258,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
259,zz4_H0_zz4_pair_0259,zz4_pair_0259,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
260,zz4_H0_zz4_pair_0260,zz4_pair_0260,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
261,zz4_H0_zz4_pair_0261,zz4_pair_0261,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
262,zz4_H0_zz4_pair_0262,zz4_pair_0262,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
263,zz4_H0_zz4_pair_0263,zz4_pair_0263,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
264,zz4_H0_zz4_pair_0264,zz4_pair_0264,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
265,zz4_H0_zz4_pair_0265,zz4_pair_0265,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
266,zz4_H0_zz4_pair_0266,zz4_pair_0266,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
267,zz4_H0_zz4_pair_0267,zz4_pair_0267,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
268,zz4_H0_zz4_pair_0268,zz4_pair_0268,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
269,zz4_H0_zz4_pair_0269,zz4_pair_0269,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
270,zz4_H0_zz4_pair_0270,zz4_pair_0270,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
271,zz4_H0_zz4_pair_0271,zz4_pair_0271,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
272,zz4_H0_zz4_pair_0272,zz4_pair_0272,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
273,zz4_H0_zz4_pair_0273,zz4_pair_0273,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
274,zz4_H0_zz4_pair_0274,zz4_pair_0274,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
275,zz4_H0_zz4_pair_0275,zz4_pair_0275,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
276,zz4_H0_zz4_pair_0276,zz4_pair_0276,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
277,zz4_H0_zz4_pair_0277,zz4_pair_0277,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
278,zz4_H0_zz4_pair_0278,zz4_pair_0278,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
279,zz4_H0_zz4_pair_0279,zz4_pair_0279,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
280,zz4_H0_zz4_pair_0280,zz4_pair_0280,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
281,zz4_H0_zz4_pair_0281,zz4_pair_0281,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
282,zz4_H0_zz4_pair_0282,zz4_pair_0282,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
283,zz4_H0_zz4_pair_0283,zz4_pair_0283,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
284,zz4_H0_zz4_pair_0284,zz4_pair_0284,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
285,zz4_H0_zz4_pair_0285,zz4_pair_0285,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
286,zz4_H0_zz4_pair_0286,zz4_pair_0286,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
287,zz4_H0_zz4_pair_0287,zz4_pair_0287,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
288,zz4_H0_zz4_pair_0288,zz4_pair_0288,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
289,zz4_H0_zz4_pair_0289,zz4_pair_0289,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
290,zz4_H0_zz4_pair_0290,zz4_pair_0290,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
291,zz4_H0_zz4_pair_0291,zz4_pair_0291,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
292,zz4_H0_zz4_pair_0292,zz4_pair_0292,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
293,zz4_H0_zz4_pair_0293,zz4_pair_0293,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
294,zz4_H0_zz4_pair_0294,zz4_pair_0294,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
295,zz4_H0_zz4_pair_0295,zz4_pair_0295,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
296,zz4_H0_zz4_pair_0296,zz4_pair_0296,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
297,zz4_H0_zz4_pair_0297,zz4_pair_0297,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
298,zz4_H0_zz4_pair_0298,zz4_pair_0298,H0,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
299,zz4_H0_zz4_pair_0299,zz4_pair_0299,H0,1,0,156,"{'measure': 4, 'barrier': 1}"
300,zz4_H1_zz4_pair_0000,zz4_pair_0000,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
301,zz4_H1_zz4_pair_0001,zz4_pair_0001,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
302,zz4_H1_zz4_pair_0002,zz4_pair_0002,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
303,zz4_H1_zz4_pair_0003,zz4_pair_0003,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
304,zz4_H1_zz4_pair_0004,zz4_pair_0004,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
305,zz4_H1_zz4_pair_0005,zz4_pair_0005,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
306,zz4_H1_zz4_pair_0006,zz4_pair_0006,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
307,zz4_H1_zz4_pair_0007,zz4_pair_0007,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
308,zz4_H1_zz4_pair_0008,zz4_pair_0008,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
309,zz4_H1_zz4_pair_0009,zz4_pair_0009,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
310,zz4_H1_zz4_pair_0010,zz4_pair_0010,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
311,zz4_H1_zz4_pair_0011,zz4_pair_0011,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
312,zz4_H1_zz4_pair_0012,zz4_pair_0012,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
313,zz4_H1_zz4_pair_0013,zz4_pair_0013,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
314,zz4_H1_zz4_pair_0014,zz4_pair_0014,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
315,zz4_H1_zz4_pair_0015,zz4_pair_0015,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
316,zz4_H1_zz4_pair_0016,zz4_pair_0016,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
317,zz4_H1_zz4_pair_0017,zz4_pair_0017,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
318,zz4_H1_zz4_pair_0018,zz4_pair_0018,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
319,zz4_H1_zz4_pair_0019,zz4_pair_0019,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
320,zz4_H1_zz4_pair_0020,zz4_pair_0020,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
321,zz4_H1_zz4_pair_0021,zz4_pair_0021,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
322,zz4_H1_zz4_pair_0022,zz4_pair_0022,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
323,zz4_H1_zz4_pair_0023,zz4_pair_0023,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
324,zz4_H1_zz4_pair_0024,zz4_pair_0024,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
325,zz4_H1_zz4_pair_0025,zz4_pair_0025,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
326,zz4_H1_zz4_pair_0026,zz4_pair_0026,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
327,zz4_H1_zz4_pair_0027,zz4_pair_0027,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
328,zz4_H1_zz4_pair_0028,zz4_pair_0028,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
329,zz4_H1_zz4_pair_0029,zz4_pair_0029,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
330,zz4_H1_zz4_pair_0030,zz4_pair_0030,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
331,zz4_H1_zz4_pair_0031,zz4_pair_0031,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
332,zz4_H1_zz4_pair_0032,zz4_pair_0032,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
333,zz4_H1_zz4_pair_0033,zz4_pair_0033,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
334,zz4_H1_zz4_pair_0034,zz4_pair_0034,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
335,zz4_H1_zz4_pair_0035,zz4_pair_0035,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
336,zz4_H1_zz4_pair_0036,zz4_pair_0036,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
337,zz4_H1_zz4_pair_0037,zz4_pair_0037,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
338,zz4_H1_zz4_pair_0038,zz4_pair_0038,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
339,zz4_H1_zz4_pair_0039,zz4_pair_0039,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
340,zz4_H1_zz4_pair_0040,zz4_pair_0040,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
341,zz4_H1_zz4_pair_0041,zz4_pair_0041,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
342,zz4_H1_zz4_pair_0042,zz4_pair_0042,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
343,zz4_H1_zz4_pair_0043,zz4_pair_0043,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
344,zz4_H1_zz4_pair_0044,zz4_pair_0044,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
