compile_order,circuit_inventory_id,pair_id,regime,depth,two_qubit_count,num_qubits,ops
345,zz4_H1_zz4_pair_0045,zz4_pair_0045,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
346,zz4_H1_zz4_pair_0046,zz4_pair_0046,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
347,zz4_H1_zz4_pair_0047,zz4_pair_0047,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
348,zz4_H1_zz4_pair_0048,zz4_pair_0048,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
349,zz4_H1_zz4_pair_0049,zz4_pair_0049,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
350,zz4_H1_zz4_pair_0050,zz4_pair_0050,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
351,zz4_H1_zz4_pair_0051,zz4_pair_0051,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
352,zz4_H1_zz4_pair_0052,zz4_pair_0052,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
353,zz4_H1_zz4_pair_0053,zz4_pair_0053,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
354,zz4_H1_zz4_pair_0054,zz4_pair_0054,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
355,zz4_H1_zz4_pair_0055,zz4_pair_0055,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
356,zz4_H1_zz4_pair_0056,zz4_pair_0056,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
357,zz4_H1_zz4_pair_0057,zz4_pair_0057,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
358,zz4_H1_zz4_pair_0058,zz4_pair_0058,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
359,zz4_H1_zz4_pair_0059,zz4_pair_0059,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
360,zz4_H1_zz4_pair_0060,zz4_pair_0060,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
361,zz4_H1_zz4_pair_0061,zz4_pair_0061,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
362,zz4_H1_zz4_pair_0062,zz4_pair_0062,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
363,zz4_H1_zz4_pair_0063,zz4_pair_0063,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
364,zz4_H1_zz4_pair_0064,zz4_pair_0064,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
365,zz4_H1_zz4_pair_0065,zz4_pair_0065,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
366,zz4_H1_zz4_pair_0066,zz4_pair_0066,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
367,zz4_H1_zz4_pair_0067,zz4_pair_0067,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
368,zz4_H1_zz4_pair_0068,zz4_pair_0068,H1,70,14,156,"{'rz': 59, 'sx': 36, 'cz': 14, 'measure': 4, 'barrier': 1}"
369,zz4_H1_zz4_pair_0069,zz4_pair_0069,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
370,zz4_H1_zz4_pair_0070,zz4_pair_0070,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
371,zz4_H1_zz4_pair_0071,zz4_pair_0071,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
372,zz4_H1_zz4_pair_0072,zz4_pair_0072,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
373,zz4_H1_zz4_pair_0073,zz4_pair_0073,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
374,zz4_H1_zz4_pair_0074,zz4_pair_0074,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
375,zz4_H1_zz4_pair_0075,zz4_pair_0075,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
376,zz4_H1_zz4_pair_0076,zz4_pair_0076,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
377,zz4_H1_zz4_pair_0077,zz4_pair_0077,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
378,zz4_H1_zz4_pair_0078,zz4_pair_0078,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
379,zz4_H1_zz4_pair_0079,zz4_pair_0079,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
380,zz4_H1_zz4_pair_0080,zz4_pair_0080,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
381,zz4_H1_zz4_pair_0081,zz4_pair_0081,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
382,zz4_H1_zz4_pair_0082,zz4_pair_0082,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
383,zz4_H1_zz4_pair_0083,zz4_pair_0083,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
384,zz4_H1_zz4_pair_0084,zz4_pair_0084,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
385,zz4_H1_zz4_pair_0085,zz4_pair_0085,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
386,zz4_H1_zz4_pair_0086,zz4_pair_0086,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
387,zz4_H1_zz4_pair_0087,zz4_pair_0087,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
388,zz4_H1_zz4_pair_0088,zz4_pair_0088,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
389,zz4_H1_zz4_pair_0089,zz4_pair_0089,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
390,zz4_H1_zz4_pair_0090,zz4_pair_0090,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
391,zz4_H1_zz4_pair_0091,zz4_pair_0091,H1,82,18,156,"{'rz': 77, 'sx': 48, 'cz': 18, 'measure': 4, 'barrier': 1}"
392,zz4_H1_zz4_pair_0092,zz4_pair_0092,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
393,zz4_H1_zz4_pair_0093,zz4_pair_0093,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
394,zz4_H1_zz4_pair_0094,zz4_pair_0094,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
395,zz4_H1_zz4_pair_0095,zz4_pair_0095,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
396,zz4_H1_zz4_pair_0096,zz4_pair_0096,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
397,zz4_H1_zz4_pair_0097,zz4_pair_0097,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
398,zz4_H1_zz4_pair_0098,zz4_pair_0098,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
399,zz4_H1_zz4_pair_0099,zz4_pair_0099,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
400,zz4_H1_zz4_pair_0100,zz4_pair_0100,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
401,zz4_H1_zz4_pair_0101,zz4_pair_0101,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
402,zz4_H1_zz4_pair_0102,zz4_pair_0102,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
403,zz4_H1_zz4_pair_0103,zz4_pair_0103,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
404,zz4_H1_zz4_pair_0104,zz4_pair_0104,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
405,zz4_H1_zz4_pair_0105,zz4_pair_0105,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
406,zz4_H1_zz4_pair_0106,zz4_pair_0106,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
407,zz4_H1_zz4_pair_0107,zz4_pair_0107,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
408,zz4_H1_zz4_pair_0108,zz4_pair_0108,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
409,zz4_H1_zz4_pair_0109,zz4_pair_0109,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
410,zz4_H1_zz4_pair_0110,zz4_pair_0110,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
411,zz4_H1_zz4_pair_0111,zz4_pair_0111,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
412,zz4_H1_zz4_pair_0112,zz4_pair_0112,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
413,zz4_H1_zz4_pair_0113,zz4_pair_0113,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
414,zz4_H1_zz4_pair_0114,zz4_pair_0114,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
415,zz4_H1_zz4_pair_0115,zz4_pair_0115,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
416,zz4_H1_zz4_pair_0116,zz4_pair_0116,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
417,zz4_H1_zz4_pair_0117,zz4_pair_0117,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
418,zz4_H1_zz4_pair_0118,zz4_pair_0118,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
419,zz4_H1_zz4_pair_0119,zz4_pair_0119,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
420,zz4_H1_zz4_pair_0120,zz4_pair_0120,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
421,zz4_H1_zz4_pair_0121,zz4_pair_0121,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
422,zz4_H1_zz4_pair_0122,zz4_pair_0122,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
423,zz4_H1_zz4_pair_0123,zz4_pair_0123,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
424,zz4_H1_zz4_pair_0124,zz4_pair_0124,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
425,zz4_H1_zz4_pair_0125,zz4_pair_0125,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
426,zz4_H1_zz4_pair_0126,zz4_pair_0126,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
427,zz4_H1_zz4_pair_0127,zz4_pair_0127,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
428,zz4_H1_zz4_pair_0128,zz4_pair_0128,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
429,zz4_H1_zz4_pair_0129,zz4_pair_0129,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
430,zz4_H1_zz4_pair_0130,zz4_pair_0130,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
431,zz4_H1_zz4_pair_0131,zz4_pair_0131,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
432,zz4_H1_zz4_pair_0132,zz4_pair_0132,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
433,zz4_H1_zz4_pair_0133,zz4_pair_0133,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
434,zz4_H1_zz4_pair_0134,zz4_pair_0134,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
435,zz4_H1_zz4_pair_0135,zz4_pair_0135,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
436,zz4_H1_zz4_pair_0136,zz4_pair_0136,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
437,zz4_H1_zz4_pair_0137,zz4_pair_0137,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
438,zz4_H1_zz4_pair_0138,zz4_pair_0138,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
439,zz4_H1_zz4_pair_0139,zz4_pair_0139,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
440,zz4_H1_zz4_pair_0140,zz4_pair_0140,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
441,zz4_H1_zz4_pair_0141,zz4_pair_0141,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
442,zz4_H1_zz4_pair_0142,zz4_pair_0142,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
443,zz4_H1_zz4_pair_0143,zz4_pair_0143,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
444,zz4_H1_zz4_pair_0144,zz4_pair_0144,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
445,zz4_H1_zz4_pair_0145,zz4_pair_0145,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
446,zz4_H1_zz4_pair_0146,zz4_pair_0146,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
447,zz4_H1_zz4_pair_0147,zz4_pair_0147,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
448,zz4_H1_zz4_pair_0148,zz4_pair_0148,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
449,zz4_H1_zz4_pair_0149,zz4_pair_0149,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
450,zz4_H1_zz4_pair_0150,zz4_pair_0150,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
451,zz4_H1_zz4_pair_0151,zz4_pair_0151,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
452,zz4_H1_zz4_pair_0152,zz4_pair_0152,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
453,zz4_H1_zz4_pair_0153,zz4_pair_0153,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
454,zz4_H1_zz4_pair_0154,zz4_pair_0154,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
455,zz4_H1_zz4_pair_0155,zz4_pair_0155,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
456,zz4_H1_zz4_pair_0156,zz4_pair_0156,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
457,zz4_H1_zz4_pair_0157,zz4_pair_0157,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
458,zz4_H1_zz4_pair_0158,zz4_pair_0158,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
459,zz4_H1_zz4_pair_0159,zz4_pair_0159,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
460,zz4_H1_zz4_pair_0160,zz4_pair_0160,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
461,zz4_H1_zz4_pair_0161,zz4_pair_0161,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
462,zz4_H1_zz4_pair_0162,zz4_pair_0162,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
463,zz4_H1_zz4_pair_0163,zz4_pair_0163,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
464,zz4_H1_zz4_pair_0164,zz4_pair_0164,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
465,zz4_H1_zz4_pair_0165,zz4_pair_0165,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
466,zz4_H1_zz4_pair_0166,zz4_pair_0166,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
467,zz4_H1_zz4_pair_0167,zz4_pair_0167,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
468,zz4_H1_zz4_pair_0168,zz4_pair_0168,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
469,zz4_H1_zz4_pair_0169,zz4_pair_0169,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
470,zz4_H1_zz4_pair_0170,zz4_pair_0170,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
471,zz4_H1_zz4_pair_0171,zz4_pair_0171,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
472,zz4_H1_zz4_pair_0172,zz4_pair_0172,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
473,zz4_H1_zz4_pair_0173,zz4_pair_0173,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
474,zz4_H1_zz4_pair_0174,zz4_pair_0174,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
475,zz4_H1_zz4_pair_0175,zz4_pair_0175,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
476,zz4_H1_zz4_pair_0176,zz4_pair_0176,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
477,zz4_H1_zz4_pair_0177,zz4_pair_0177,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
478,zz4_H1_zz4_pair_0178,zz4_pair_0178,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
479,zz4_H1_zz4_pair_0179,zz4_pair_0179,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
480,zz4_H1_zz4_pair_0180,zz4_pair_0180,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
481,zz4_H1_zz4_pair_0181,zz4_pair_0181,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
482,zz4_H1_zz4_pair_0182,zz4_pair_0182,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
483,zz4_H1_zz4_pair_0183,zz4_pair_0183,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
484,zz4_H1_zz4_pair_0184,zz4_pair_0184,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
485,zz4_H1_zz4_pair_0185,zz4_pair_0185,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
486,zz4_H1_zz4_pair_0186,zz4_pair_0186,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
487,zz4_H1_zz4_pair_0187,zz4_pair_0187,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
488,zz4_H1_zz4_pair_0188,zz4_pair_0188,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
489,zz4_H1_zz4_pair_0189,zz4_pair_0189,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
490,zz4_H1_zz4_pair_0190,zz4_pair_0190,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
491,zz4_H1_zz4_pair_0191,zz4_pair_0191,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
492,zz4_H1_zz4_pair_0192,zz4_pair_0192,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
493,zz4_H1_zz4_pair_0193,zz4_pair_0193,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
494,zz4_H1_zz4_pair_0194,zz4_pair_0194,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
495,zz4_H1_zz4_pair_0195,zz4_pair_0195,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
496,zz4_H1_zz4_pair_0196,zz4_pair_0196,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
497,zz4_H1_zz4_pair_0197,zz4_pair_0197,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
498,zz4_H1_zz4_pair_0198,zz4_pair_0198,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
499,zz4_H1_zz4_pair_0199,zz4_pair_0199,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
500,zz4_H1_zz4_pair_0200,zz4_pair_0200,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
501,zz4_H1_zz4_pair_0201,zz4_pair_0201,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
502,zz4_H1_zz4_pair_0202,zz4_pair_0202,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
503,zz4_H1_zz4_pair_0203,zz4_pair_0203,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
504,zz4_H1_zz4_pair_0204,zz4_pair_0204,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
505,zz4_H1_zz4_pair_0205,zz4_pair_0205,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
506,zz4_H1_zz4_pair_0206,zz4_pair_0206,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
507,zz4_H1_zz4_pair_0207,zz4_pair_0207,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
508,zz4_H1_zz4_pair_0208,zz4_pair_0208,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
509,zz4_H1_zz4_pair_0209,zz4_pair_0209,H1,1,0,156,"{'measure': 4, 'barrier': 1}"
510,zz4_H1_zz4_pair_0210,zz4_pair_0210,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
511,zz4_H1_zz4_pair_0211,zz4_pair_0211,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
512,zz4_H1_zz4_pair_0212,zz4_pair_0212,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
513,zz4_H1_zz4_pair_0213,zz4_pair_0213,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
514,zz4_H1_zz4_pair_0214,zz4_pair_0214,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
515,zz4_H1_zz4_pair_0215,zz4_pair_0215,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
516,zz4_H1_zz4_pair_0216,zz4_pair_0216,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
517,zz4_H1_zz4_pair_0217,zz4_pair_0217,H1,102,22,156,"{'rz': 91, 'sx': 56, 'cz': 22, 'measure': 4, 'barrier': 1}"
