pair_id,pair_order,pair_mode,kernel_i,kernel_j,sample_i_id,sample_j_id,sample_i_split,sample_j_split,sample_i_target,sample_j_target,pair_type,split_pair,target_pair,expected_symmetry_mirror,include_in_wave1_full_kernel,sentinel_pair,notes
zz4_pair_0178,178,upper_triangle_including_diagonal,8,22,57efcbdd988cedc7,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0179,179,upper_triangle_including_diagonal,8,23,57efcbdd988cedc7,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0180,180,upper_triangle_including_diagonal,9,9,a5b2112c04bbe22f,a5b2112c04bbe22f,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0181,181,upper_triangle_including_diagonal,9,10,a5b2112c04bbe22f,bba597289cecd596,,,,,off_diagonal,,,true,true,false,
zz4_pair_0182,182,upper_triangle_including_diagonal,9,11,a5b2112c04bbe22f,7a110121aab5f925,,,,,off_diagonal,,,true,true,false,
zz4_pair_0183,183,upper_triangle_including_diagonal,9,12,a5b2112c04bbe22f,ecfd53124d72b5dd,,,,,off_diagonal,,,true,true,false,
zz4_pair_0184,184,upper_triangle_including_diagonal,9,13,a5b2112c04bbe22f,cba4125e4bce6622,,,,,off_diagonal,,,true,true,false,
zz4_pair_0185,185,upper_triangle_including_diagonal,9,14,a5b2112c04bbe22f,a39713a90257d827,,,,,off_diagonal,,,true,true,false,
zz4_pair_0186,186,upper_triangle_including_diagonal,9,15,a5b2112c04bbe22f,fc59d55a83f892d0,,,,,off_diagonal,,,true,true,false,
zz4_pair_0187,187,upper_triangle_including_diagonal,9,16,a5b2112c04bbe22f,a4bd453f56f0e631,,,,,off_diagonal,,,true,true,false,
zz4_pair_0188,188,upper_triangle_including_diagonal,9,17,a5b2112c04bbe22f,b1db81243749dd16,,,,,off_diagonal,,,true,true,false,
zz4_pair_0189,189,upper_triangle_including_diagonal,9,18,a5b2112c04bbe22f,d8152fa95ab9f51d,,,,,off_diagonal,,,true,true,false,
zz4_pair_0190,190,upper_triangle_including_diagonal,9,19,a5b2112c04bbe22f,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0191,191,upper_triangle_including_diagonal,9,20,a5b2112c04bbe22f,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0192,192,upper_triangle_including_diagonal,9,21,a5b2112c04bbe22f,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0193,193,upper_triangle_including_diagonal,9,22,a5b2112c04bbe22f,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0194,194,upper_triangle_including_diagonal,9,23,a5b2112c04bbe22f,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0195,195,upper_triangle_including_diagonal,10,10,bba597289cecd596,bba597289cecd596,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0196,196,upper_triangle_including_diagonal,10,11,bba597289cecd596,7a110121aab5f925,,,,,off_diagonal,,,true,true,false,
zz4_pair_0197,197,upper_triangle_including_diagonal,10,12,bba597289cecd596,ecfd53124d72b5dd,,,,,off_diagonal,,,true,true,false,
zz4_pair_0198,198,upper_triangle_including_diagonal,10,13,bba597289cecd596,cba4125e4bce6622,,,,,off_diagonal,,,true,true,false,
zz4_pair_0199,199,upper_triangle_including_diagonal,10,14,bba597289cecd596,a39713a90257d827,,,,,off_diagonal,,,true,true,false,
zz4_pair_0200,200,upper_triangle_including_diagonal,10,15,bba597289cecd596,fc59d55a83f892d0,,,,,off_diagonal,,,true,true,false,
zz4_pair_0201,201,upper_triangle_including_diagonal,10,16,bba597289cecd596,a4bd453f56f0e631,,,,,off_diagonal,,,true,true,false,
zz4_pair_0202,202,upper_triangle_including_diagonal,10,17,bba597289cecd596,b1db81243749dd16,,,,,off_diagonal,,,true,true,false,
zz4_pair_0203,203,upper_triangle_including_diagonal,10,18,bba597289cecd596,d8152fa95ab9f51d,,,,,off_diagonal,,,true,true,false,
zz4_pair_0204,204,upper_triangle_including_diagonal,10,19,bba597289cecd596,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0205,205,upper_triangle_including_diagonal,10,20,bba597289cecd596,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0206,206,upper_triangle_including_diagonal,10,21,bba597289cecd596,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0207,207,upper_triangle_including_diagonal,10,22,bba597289cecd596,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0208,208,upper_triangle_including_diagonal,10,23,bba597289cecd596,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0209,209,upper_triangle_including_diagonal,11,11,7a110121aab5f925,7a110121aab5f925,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0210,210,upper_triangle_including_diagonal,11,12,7a110121aab5f925,ecfd53124d72b5dd,,,,,off_diagonal,,,true,true,false,
zz4_pair_0211,211,upper_triangle_including_diagonal,11,13,7a110121aab5f925,cba4125e4bce6622,,,,,off_diagonal,,,true,true,false,
zz4_pair_0212,212,upper_triangle_including_diagonal,11,14,7a110121aab5f925,a39713a90257d827,,,,,off_diagonal,,,true,true,false,
zz4_pair_0213,213,upper_triangle_including_diagonal,11,15,7a110121aab5f925,fc59d55a83f892d0,,,,,off_diagonal,,,true,true,false,
zz4_pair_0214,214,upper_triangle_including_diagonal,11,16,7a110121aab5f925,a4bd453f56f0e631,,,,,off_diagonal,,,true,true,false,
zz4_pair_0215,215,upper_triangle_including_diagonal,11,17,7a110121aab5f925,b1db81243749dd16,,,,,off_diagonal,,,true,true,false,
zz4_pair_0216,216,upper_triangle_including_diagonal,11,18,7a110121aab5f925,d8152fa95ab9f51d,,,,,off_diagonal,,,true,true,false,
zz4_pair_0217,217,upper_triangle_including_diagonal,11,19,7a110121aab5f925,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0218,218,upper_triangle_including_diagonal,11,20,7a110121aab5f925,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0219,219,upper_triangle_including_diagonal,11,21,7a110121aab5f925,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0220,220,upper_triangle_including_diagonal,11,22,7a110121aab5f925,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0221,221,upper_triangle_including_diagonal,11,23,7a110121aab5f925,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0222,222,upper_triangle_including_diagonal,12,12,ecfd53124d72b5dd,ecfd53124d72b5dd,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0223,223,upper_triangle_including_diagonal,12,13,ecfd53124d72b5dd,cba4125e4bce6622,,,,,off_diagonal,,,true,true,false,
zz4_pair_0224,224,upper_triangle_including_diagonal,12,14,ecfd53124d72b5dd,a39713a90257d827,,,,,off_diagonal,,,true,true,false,
zz4_pair_0225,225,upper_triangle_including_diagonal,12,15,ecfd53124d72b5dd,fc59d55a83f892d0,,,,,off_diagonal,,,true,true,false,
zz4_pair_0226,226,upper_triangle_including_diagonal,12,16,ecfd53124d72b5dd,a4bd453f56f0e631,,,,,off_diagonal,,,true,true,false,
zz4_pair_0227,227,upper_triangle_including_diagonal,12,17,ecfd53124d72b5dd,b1db81243749dd16,,,,,off_diagonal,,,true,true,false,
zz4_pair_0228,228,upper_triangle_including_diagonal,12,18,ecfd53124d72b5dd,d8152fa95ab9f51d,,,,,off_diagonal,,,true,true,false,
zz4_pair_0229,229,upper_triangle_including_diagonal,12,19,ecfd53124d72b5dd,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0230,230,upper_triangle_including_diagonal,12,20,ecfd53124d72b5dd,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0231,231,upper_triangle_including_diagonal,12,21,ecfd53124d72b5dd,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0232,232,upper_triangle_including_diagonal,12,22,ecfd53124d72b5dd,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0233,233,upper_triangle_including_diagonal,12,23,ecfd53124d72b5dd,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0234,234,upper_triangle_including_diagonal,13,13,cba4125e4bce6622,cba4125e4bce6622,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0235,235,upper_triangle_including_diagonal,13,14,cba4125e4bce6622,a39713a90257d827,,,,,off_diagonal,,,true,true,false,
zz4_pair_0236,236,upper_triangle_including_diagonal,13,15,cba4125e4bce6622,fc59d55a83f892d0,,,,,off_diagonal,,,true,true,false,
zz4_pair_0237,237,upper_triangle_including_diagonal,13,16,cba4125e4bce6622,a4bd453f56f0e631,,,,,off_diagonal,,,true,true,false,
zz4_pair_0238,238,upper_triangle_including_diagonal,13,17,cba4125e4bce6622,b1db81243749dd16,,,,,off_diagonal,,,true,true,false,
zz4_pair_0239,239,upper_triangle_including_diagonal,13,18,cba4125e4bce6622,d8152fa95ab9f51d,,,,,off_diagonal,,,true,true,false,
zz4_pair_0240,240,upper_triangle_including_diagonal,13,19,cba4125e4bce6622,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0241,241,upper_triangle_including_diagonal,13,20,cba4125e4bce6622,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0242,242,upper_triangle_including_diagonal,13,21,cba4125e4bce6622,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0243,243,upper_triangle_including_diagonal,13,22,cba4125e4bce6622,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0244,244,upper_triangle_including_diagonal,13,23,cba4125e4bce6622,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0245,245,upper_triangle_including_diagonal,14,14,a39713a90257d827,a39713a90257d827,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0246,246,upper_triangle_including_diagonal,14,15,a39713a90257d827,fc59d55a83f892d0,,,,,off_diagonal,,,true,true,false,
zz4_pair_0247,247,upper_triangle_including_diagonal,14,16,a39713a90257d827,a4bd453f56f0e631,,,,,off_diagonal,,,true,true,false,
zz4_pair_0248,248,upper_triangle_including_diagonal,14,17,a39713a90257d827,b1db81243749dd16,,,,,off_diagonal,,,true,true,false,
zz4_pair_0249,249,upper_triangle_including_diagonal,14,18,a39713a90257d827,d8152fa95ab9f51d,,,,,off_diagonal,,,true,true,false,
zz4_pair_0250,250,upper_triangle_including_diagonal,14,19,a39713a90257d827,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0251,251,upper_triangle_including_diagonal,14,20,a39713a90257d827,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0252,252,upper_triangle_including_diagonal,14,21,a39713a90257d827,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0253,253,upper_triangle_including_diagonal,14,22,a39713a90257d827,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0254,254,upper_triangle_including_diagonal,14,23,a39713a90257d827,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0255,255,upper_triangle_including_diagonal,15,15,fc59d55a83f892d0,fc59d55a83f892d0,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0256,256,upper_triangle_including_diagonal,15,16,fc59d55a83f892d0,a4bd453f56f0e631,,,,,off_diagonal,,,true,true,false,
zz4_pair_0257,257,upper_triangle_including_diagonal,15,17,fc59d55a83f892d0,b1db81243749dd16,,,,,off_diagonal,,,true,true,false,
zz4_pair_0258,258,upper_triangle_including_diagonal,15,18,fc59d55a83f892d0,d8152fa95ab9f51d,,,,,off_diagonal,,,true,true,false,
zz4_pair_0259,259,upper_triangle_including_diagonal,15,19,fc59d55a83f892d0,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0260,260,upper_triangle_including_diagonal,15,20,fc59d55a83f892d0,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0261,261,upper_triangle_including_diagonal,15,21,fc59d55a83f892d0,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0262,262,upper_triangle_including_diagonal,15,22,fc59d55a83f892d0,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0263,263,upper_triangle_including_diagonal,15,23,fc59d55a83f892d0,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0264,264,upper_triangle_including_diagonal,16,16,a4bd453f56f0e631,a4bd453f56f0e631,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0265,265,upper_triangle_including_diagonal,16,17,a4bd453f56f0e631,b1db81243749dd16,,,,,off_diagonal,,,true,true,false,
zz4_pair_0266,266,upper_triangle_including_diagonal,16,18,a4bd453f56f0e631,d8152fa95ab9f51d,,,,,off_diagonal,,,true,true,false,
zz4_pair_0267,267,upper_triangle_including_diagonal,16,19,a4bd453f56f0e631,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0268,268,upper_triangle_including_diagonal,16,20,a4bd453f56f0e631,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0269,269,upper_triangle_including_diagonal,16,21,a4bd453f56f0e631,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0270,270,upper_triangle_including_diagonal,16,22,a4bd453f56f0e631,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0271,271,upper_triangle_including_diagonal,16,23,a4bd453f56f0e631,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0272,272,upper_triangle_including_diagonal,17,17,b1db81243749dd16,b1db81243749dd16,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0273,273,upper_triangle_including_diagonal,17,18,b1db81243749dd16,d8152fa95ab9f51d,,,,,off_diagonal,,,true,true,false,
zz4_pair_0274,274,upper_triangle_including_diagonal,17,19,b1db81243749dd16,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0275,275,upper_triangle_including_diagonal,17,20,b1db81243749dd16,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0276,276,upper_triangle_including_diagonal,17,21,b1db81243749dd16,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0277,277,upper_triangle_including_diagonal,17,22,b1db81243749dd16,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0278,278,upper_triangle_including_diagonal,17,23,b1db81243749dd16,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0279,279,upper_triangle_including_diagonal,18,18,d8152fa95ab9f51d,d8152fa95ab9f51d,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0280,280,upper_triangle_including_diagonal,18,19,d8152fa95ab9f51d,664a7fad6c56bb69,,,,,off_diagonal,,,true,true,false,
zz4_pair_0281,281,upper_triangle_including_diagonal,18,20,d8152fa95ab9f51d,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0282,282,upper_triangle_including_diagonal,18,21,d8152fa95ab9f51d,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0283,283,upper_triangle_including_diagonal,18,22,d8152fa95ab9f51d,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0284,284,upper_triangle_including_diagonal,18,23,d8152fa95ab9f51d,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0285,285,upper_triangle_including_diagonal,19,19,664a7fad6c56bb69,664a7fad6c56bb69,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0286,286,upper_triangle_including_diagonal,19,20,664a7fad6c56bb69,fa8359bc13d94b4e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0287,287,upper_triangle_including_diagonal,19,21,664a7fad6c56bb69,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0288,288,upper_triangle_including_diagonal,19,22,664a7fad6c56bb69,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0289,289,upper_triangle_including_diagonal,19,23,664a7fad6c56bb69,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0290,290,upper_triangle_including_diagonal,20,20,fa8359bc13d94b4e,fa8359bc13d94b4e,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0291,291,upper_triangle_including_diagonal,20,21,fa8359bc13d94b4e,e670c8b96454834e,,,,,off_diagonal,,,true,true,false,
zz4_pair_0292,292,upper_triangle_including_diagonal,20,22,fa8359bc13d94b4e,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0293,293,upper_triangle_including_diagonal,20,23,fa8359bc13d94b4e,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0294,294,upper_triangle_including_diagonal,21,21,e670c8b96454834e,e670c8b96454834e,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0295,295,upper_triangle_including_diagonal,21,22,e670c8b96454834e,c46db9ff584498d8,,,,,off_diagonal,,,true,true,false,
zz4_pair_0296,296,upper_triangle_including_diagonal,21,23,e670c8b96454834e,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0297,297,upper_triangle_including_diagonal,22,22,c46db9ff584498d8,c46db9ff584498d8,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
zz4_pair_0298,298,upper_triangle_including_diagonal,22,23,c46db9ff584498d8,b1c2bbb93e4f5cb2,,,,,off_diagonal,,,true,true,false,
zz4_pair_0299,299,upper_triangle_including_diagonal,23,23,b1c2bbb93e4f5cb2,b1c2bbb93e4f5cb2,,,,,diagonal,,,false,true,false,diagonal may be measured or set to one by documented execution policy
