regime_id,manuscript_configuration,n,shots_observed_per_entry,shots_projected_per_entry,omega_size_directed,omega_size_unique_unordered,kernel_rmse_fixed,sigma_shot_global_1024,sigma_shot_global_projected,shot_share_global_1024,shot_share_global_projected,residual_global_projected,residual_fraction_global_projected,sigma_shot_matrix_1024,sigma_shot_matrix_projected,shot_share_matrix_1024,shot_share_matrix_projected,residual_matrix_projected,residual_fraction_matrix_projected,R_global_projected,R_matrix_projected,projection_policy
H0,M0,24,1024,4096,552,276,0.0877704676366643,0.0220970869120796,0.011048543456039804,0.0633830630638512,0.015845765765962794,0.08707229568960918,0.9841542342340373,0.00826560716139045,0.004132803580695225,0.00886855159564847,0.002217137898912121,0.08767311403002706,0.9977828621010879,7.944075885286367,21.237512483450626,fixed_RMSE_shot_reference_rescaled_only_no_new_hardware_kernel
H1,M1,24,1024,4096,552,276,0.0864275383627636,0.0220970869120796,0.011048543456039804,0.065368084753032,0.016342021188257998,0.08571842902752577,0.983657978811742,0.00824329813608937,0.004121649068044685,0.00909699021286519,0.0022742475532162984,0.08632920361272227,0.9977257524467837,7.82252780256904,20.969164753214887,fixed_RMSE_shot_reference_rescaled_only_no_new_hardware_kernel
H2,M2,24,1024,4096,552,276,0.0427274195046584,0.0220970869120796,0.011048543456039804,0.267458693223555,0.06686467330588872,0.041274230035544736,0.9331353266941113,0.00852828370583245,0.004264141852916225,0.0398391395017253,0.00995978487543135,0.04251410909080974,0.9900402151245686,3.8672445535163282,10.02016841335551,fixed_RMSE_shot_reference_rescaled_only_no_new_hardware_kernel
