kernel_name,metric,alignment_convention,seed,n_perm,n_rows,observed,null_mean,null_std,null_q95,null_q99,p_upper_tail,p_upper_tail_addone,p_two_sided_centered,p_two_sided_2min
zz4,CKA,centered_label_alignment,0,5000,24,0.15851109235208113,0.17097863873640975,0.035529129136444355,0.23538745613549725,0.26810527579522103,0.5988,0.598880223955209,0.7294,0.8024
zz4,KTA,uncentered_label_alignment,0,5000,24,0.13290938949796374,0.1433632571351765,0.02979069030973804,0.19736917225299094,0.22480261790119554,0.5988,0.598880223955209,0.7294,0.8024
