artifact_type,created_utc,operator_identifier,selected_backend,backend_version,session_id_if_used,regime_id,regime_label,job_id,job_status_at_submission,primitive_name,runtime_options_sha256,shots_submitted,circuit_count_submitted,pair_count_covered,execution_manifest_sha256,circuit_inventory_sha256,pair_inventory_sha256,live_backend_metadata_sha256,scope_lock_confirmed,rma_excluded,wave2_excluded,failure_or_exception_if_any
zz4_wave1_job_manifest_row,2026-05-09T08:53:05Z,unspecified,ibm_fez,2,,H2,Sampler + Pauli/gate twirling only,d7vfbsfmrars73d84u20,QUEUED,SamplerV2,74bf3e5285a619ead97b0fc252eb5228263dab169863a74f795f3b3bf97e37e7,1024,300,300,821636e05bfc2ca4f8ecbf35f2c8ff1dd36e20e6c03e2b95f96adc33c7639b64,64d57b77900812fc5120d2de2a495049495ae731c8d5681deedeb912d2322369,cda6d2708e7212213292fdeed352851d7530c428fb8db10c741f84ac84df5973,bee49fe646417c5952b2190be495c744a70c7f4dbe464077d6a2e4717cfb9550,True,True,True,
