regime_id,pub_order,circuit_inventory_id,pair_id,i,j,all_zero_key,all_zero_count,shots_observed,kernel_value_raw
H0,271,zz4_H0_zz4_pair_0271,zz4_pair_0271,16,23,0000,17,1024,0.0166015625
H0,272,zz4_H0_zz4_pair_0272,zz4_pair_0272,17,17,0000,962,1024,0.939453125
H0,273,zz4_H0_zz4_pair_0273,zz4_pair_0273,17,18,0000,264,1024,0.2578125
H0,274,zz4_H0_zz4_pair_0274,zz4_pair_0274,17,19,0000,128,1024,0.125
H0,275,zz4_H0_zz4_pair_0275,zz4_pair_0275,17,20,0000,282,1024,0.275390625
H0,276,zz4_H0_zz4_pair_0276,zz4_pair_0276,17,21,0000,14,1024,0.013671875
H0,277,zz4_H0_zz4_pair_0277,zz4_pair_0277,17,22,0000,115,1024,0.1123046875
H0,278,zz4_H0_zz4_pair_0278,zz4_pair_0278,17,23,0000,22,1024,0.021484375
H0,279,zz4_H0_zz4_pair_0279,zz4_pair_0279,18,18,0000,960,1024,0.9375
H0,280,zz4_H0_zz4_pair_0280,zz4_pair_0280,18,19,0000,116,1024,0.11328125
H0,281,zz4_H0_zz4_pair_0281,zz4_pair_0281,18,20,0000,169,1024,0.1650390625
H0,282,zz4_H0_zz4_pair_0282,zz4_pair_0282,18,21,0000,32,1024,0.03125
H0,283,zz4_H0_zz4_pair_0283,zz4_pair_0283,18,22,0000,207,1024,0.2021484375
H0,284,zz4_H0_zz4_pair_0284,zz4_pair_0284,18,23,0000,40,1024,0.0390625
H0,285,zz4_H0_zz4_pair_0285,zz4_pair_0285,19,19,0000,958,1024,0.935546875
H0,286,zz4_H0_zz4_pair_0286,zz4_pair_0286,19,20,0000,146,1024,0.142578125
H0,287,zz4_H0_zz4_pair_0287,zz4_pair_0287,19,21,0000,155,1024,0.1513671875
H0,288,zz4_H0_zz4_pair_0288,zz4_pair_0288,19,22,0000,54,1024,0.052734375
H0,289,zz4_H0_zz4_pair_0289,zz4_pair_0289,19,23,0000,17,1024,0.0166015625
H0,290,zz4_H0_zz4_pair_0290,zz4_pair_0290,20,20,0000,961,1024,0.9384765625
H0,291,zz4_H0_zz4_pair_0291,zz4_pair_0291,20,21,0000,54,1024,0.052734375
H0,292,zz4_H0_zz4_pair_0292,zz4_pair_0292,20,22,0000,78,1024,0.076171875
H0,293,zz4_H0_zz4_pair_0293,zz4_pair_0293,20,23,0000,17,1024,0.0166015625
H0,294,zz4_H0_zz4_pair_0294,zz4_pair_0294,21,21,0000,959,1024,0.9365234375
H0,295,zz4_H0_zz4_pair_0295,zz4_pair_0295,21,22,0000,57,1024,0.0556640625
H0,296,zz4_H0_zz4_pair_0296,zz4_pair_0296,21,23,0000,60,1024,0.05859375
H0,297,zz4_H0_zz4_pair_0297,zz4_pair_0297,22,22,0000,950,1024,0.927734375
H0,298,zz4_H0_zz4_pair_0298,zz4_pair_0298,22,23,0000,55,1024,0.0537109375
H0,299,zz4_H0_zz4_pair_0299,zz4_pair_0299,23,23,0000,966,1024,0.943359375
H1,0,zz4_H1_zz4_pair_0000,zz4_pair_0000,0,0,0000,956,1024,0.93359375
H1,1,zz4_H1_zz4_pair_0001,zz4_pair_0001,0,1,0000,20,1024,0.01953125
H1,2,zz4_H1_zz4_pair_0002,zz4_pair_0002,0,2,0000,33,1024,0.0322265625
H1,3,zz4_H1_zz4_pair_0003,zz4_pair_0003,0,3,0000,37,1024,0.0361328125
H1,4,zz4_H1_zz4_pair_0004,zz4_pair_0004,0,4,0000,33,1024,0.0322265625
H1,5,zz4_H1_zz4_pair_0005,zz4_pair_0005,0,5,0000,29,1024,0.0283203125
H1,6,zz4_H1_zz4_pair_0006,zz4_pair_0006,0,6,0000,23,1024,0.0224609375
H1,7,zz4_H1_zz4_pair_0007,zz4_pair_0007,0,7,0000,37,1024,0.0361328125
H1,8,zz4_H1_zz4_pair_0008,zz4_pair_0008,0,8,0000,44,1024,0.04296875
H1,9,zz4_H1_zz4_pair_0009,zz4_pair_0009,0,9,0000,33,1024,0.0322265625
H1,10,zz4_H1_zz4_pair_0010,zz4_pair_0010,0,10,0000,22,1024,0.021484375
H1,11,zz4_H1_zz4_pair_0011,zz4_pair_0011,0,11,0000,26,1024,0.025390625
H1,12,zz4_H1_zz4_pair_0012,zz4_pair_0012,0,12,0000,33,1024,0.0322265625
H1,13,zz4_H1_zz4_pair_0013,zz4_pair_0013,0,13,0000,31,1024,0.0302734375
H1,14,zz4_H1_zz4_pair_0014,zz4_pair_0014,0,14,0000,163,1024,0.1591796875
H1,15,zz4_H1_zz4_pair_0015,zz4_pair_0015,0,15,0000,166,1024,0.162109375
H1,16,zz4_H1_zz4_pair_0016,zz4_pair_0016,0,16,0000,110,1024,0.107421875
H1,17,zz4_H1_zz4_pair_0017,zz4_pair_0017,0,17,0000,24,1024,0.0234375
H1,18,zz4_H1_zz4_pair_0018,zz4_pair_0018,0,18,0000,15,1024,0.0146484375
H1,19,zz4_H1_zz4_pair_0019,zz4_pair_0019,0,19,0000,46,1024,0.044921875
H1,20,zz4_H1_zz4_pair_0020,zz4_pair_0020,0,20,0000,51,1024,0.0498046875
H1,21,zz4_H1_zz4_pair_0021,zz4_pair_0021,0,21,0000,14,1024,0.013671875
H1,22,zz4_H1_zz4_pair_0022,zz4_pair_0022,0,22,0000,18,1024,0.017578125
H1,23,zz4_H1_zz4_pair_0023,zz4_pair_0023,0,23,0000,99,1024,0.0966796875
H1,24,zz4_H1_zz4_pair_0024,zz4_pair_0024,1,1,0000,966,1024,0.943359375
H1,25,zz4_H1_zz4_pair_0025,zz4_pair_0025,1,2,0000,72,1024,0.0703125
H1,26,zz4_H1_zz4_pair_0026,zz4_pair_0026,1,3,0000,28,1024,0.02734375
H1,27,zz4_H1_zz4_pair_0027,zz4_pair_0027,1,4,0000,139,1024,0.1357421875
H1,28,zz4_H1_zz4_pair_0028,zz4_pair_0028,1,5,0000,246,1024,0.240234375
H1,29,zz4_H1_zz4_pair_0029,zz4_pair_0029,1,6,0000,135,1024,0.1318359375
H1,30,zz4_H1_zz4_pair_0030,zz4_pair_0030,1,7,0000,117,1024,0.1142578125
H1,31,zz4_H1_zz4_pair_0031,zz4_pair_0031,1,8,0000,44,1024,0.04296875
H1,32,zz4_H1_zz4_pair_0032,zz4_pair_0032,1,9,0000,163,1024,0.1591796875
H1,33,zz4_H1_zz4_pair_0033,zz4_pair_0033,1,10,0000,151,1024,0.1474609375
H1,34,zz4_H1_zz4_pair_0034,zz4_pair_0034,1,11,0000,72,1024,0.0703125
H1,35,zz4_H1_zz4_pair_0035,zz4_pair_0035,1,12,0000,315,1024,0.3076171875
H1,36,zz4_H1_zz4_pair_0036,zz4_pair_0036,1,13,0000,73,1024,0.0712890625
H1,37,zz4_H1_zz4_pair_0037,zz4_pair_0037,1,14,0000,21,1024,0.0205078125
H1,38,zz4_H1_zz4_pair_0038,zz4_pair_0038,1,15,0000,14,1024,0.013671875
H1,39,zz4_H1_zz4_pair_0039,zz4_pair_0039,1,16,0000,136,1024,0.1328125
H1,40,zz4_H1_zz4_pair_0040,zz4_pair_0040,1,17,0000,258,1024,0.251953125
H1,41,zz4_H1_zz4_pair_0041,zz4_pair_0041,1,18,0000,326,1024,0.318359375
H1,42,zz4_H1_zz4_pair_0042,zz4_pair_0042,1,19,0000,26,1024,0.025390625
H1,43,zz4_H1_zz4_pair_0043,zz4_pair_0043,1,20,0000,122,1024,0.119140625
H1,44,zz4_H1_zz4_pair_0044,zz4_pair_0044,1,21,0000,141,1024,0.1376953125
H1,45,zz4_H1_zz4_pair_0045,zz4_pair_0045,1,22,0000,139,1024,0.1357421875
H1,46,zz4_H1_zz4_pair_0046,zz4_pair_0046,1,23,0000,91,1024,0.0888671875
H1,47,zz4_H1_zz4_pair_0047,zz4_pair_0047,2,2,0000,949,1024,0.9267578125
H1,48,zz4_H1_zz4_pair_0048,zz4_pair_0048,2,3,0000,154,1024,0.150390625
H1,49,zz4_H1_zz4_pair_0049,zz4_pair_0049,2,4,0000,53,1024,0.0517578125
H1,50,zz4_H1_zz4_pair_0050,zz4_pair_0050,2,5,0000,4,1024,0.00390625
H1,51,zz4_H1_zz4_pair_0051,zz4_pair_0051,2,6,0000,332,1024,0.32421875
H1,52,zz4_H1_zz4_pair_0052,zz4_pair_0052,2,7,0000,67,1024,0.0654296875
H1,53,zz4_H1_zz4_pair_0053,zz4_pair_0053,2,8,0000,30,1024,0.029296875
H1,54,zz4_H1_zz4_pair_0054,zz4_pair_0054,2,9,0000,16,1024,0.015625
H1,55,zz4_H1_zz4_pair_0055,zz4_pair_0055,2,10,0000,346,1024,0.337890625
H1,56,zz4_H1_zz4_pair_0056,zz4_pair_0056,2,11,0000,62,1024,0.060546875
H1,57,zz4_H1_zz4_pair_0057,zz4_pair_0057,2,12,0000,81,1024,0.0791015625
H1,58,zz4_H1_zz4_pair_0058,zz4_pair_0058,2,13,0000,34,1024,0.033203125
H1,59,zz4_H1_zz4_pair_0059,zz4_pair_0059,2,14,0000,41,1024,0.0400390625
H1,60,zz4_H1_zz4_pair_0060,zz4_pair_0060,2,15,0000,8,1024,0.0078125
H1,61,zz4_H1_zz4_pair_0061,zz4_pair_0061,2,16,0000,56,1024,0.0546875
H1,62,zz4_H1_zz4_pair_0062,zz4_pair_0062,2,17,0000,16,1024,0.015625
H1,63,zz4_H1_zz4_pair_0063,zz4_pair_0063,2,18,0000,84,1024,0.08203125
H1,64,zz4_H1_zz4_pair_0064,zz4_pair_0064,2,19,0000,53,1024,0.0517578125
H1,65,zz4_H1_zz4_pair_0065,zz4_pair_0065,2,20,0000,69,1024,0.0673828125
H1,66,zz4_H1_zz4_pair_0066,zz4_pair_0066,2,21,0000,30,1024,0.029296875
H1,67,zz4_H1_zz4_pair_0067,zz4_pair_0067,2,22,0000,341,1024,0.3330078125
H1,68,zz4_H1_zz4_pair_0068,zz4_pair_0068,2,23,0000,14,1024,0.013671875
H1,69,zz4_H1_zz4_pair_0069,zz4_pair_0069,3,3,0000,956,1024,0.93359375
H1,70,zz4_H1_zz4_pair_0070,zz4_pair_0070,3,4,0000,5,1024,0.0048828125
H1,71,zz4_H1_zz4_pair_0071,zz4_pair_0071,3,5,0000,70,1024,0.068359375
H1,72,zz4_H1_zz4_pair_0072,zz4_pair_0072,3,6,0000,80,1024,0.078125
H1,73,zz4_H1_zz4_pair_0073,zz4_pair_0073,3,7,0000,41,1024,0.0400390625
H1,74,zz4_H1_zz4_pair_0074,zz4_pair_0074,3,8,0000,75,1024,0.0732421875
H1,75,zz4_H1_zz4_pair_0075,zz4_pair_0075,3,9,0000,41,1024,0.0400390625
H1,76,zz4_H1_zz4_pair_0076,zz4_pair_0076,3,10,0000,57,1024,0.0556640625
H1,77,zz4_H1_zz4_pair_0077,zz4_pair_0077,3,11,0000,68,1024,0.06640625
H1,78,zz4_H1_zz4_pair_0078,zz4_pair_0078,3,12,0000,50,1024,0.048828125
H1,79,zz4_H1_zz4_pair_0079,zz4_pair_0079,3,13,0000,13,1024,0.0126953125
H1,80,zz4_H1_zz4_pair_0080,zz4_pair_0080,3,14,0000,59,1024,0.0576171875
H1,81,zz4_H1_zz4_pair_0081,zz4_pair_0081,3,15,0000,61,1024,0.0595703125
H1,82,zz4_H1_zz4_pair_0082,zz4_pair_0082,3,16,0000,72,1024,0.0703125
H1,83,zz4_H1_zz4_pair_0083,zz4_pair_0083,3,17,0000,28,1024,0.02734375
H1,84,zz4_H1_zz4_pair_0084,zz4_pair_0084,3,18,0000,26,1024,0.025390625
H1,85,zz4_H1_zz4_pair_0085,zz4_pair_0085,3,19,0000,56,1024,0.0546875
H1,86,zz4_H1_zz4_pair_0086,zz4_pair_0086,3,20,0000,20,1024,0.01953125
H1,87,zz4_H1_zz4_pair_0087,zz4_pair_0087,3,21,0000,36,1024,0.03515625
H1,88,zz4_H1_zz4_pair_0088,zz4_pair_0088,3,22,0000,69,1024,0.0673828125
H1,89,zz4_H1_zz4_pair_0089,zz4_pair_0089,3,23,0000,90,1024,0.087890625
H1,90,zz4_H1_zz4_pair_0090,zz4_pair_0090,4,4,0000,964,1024,0.94140625
H1,91,zz4_H1_zz4_pair_0091,zz4_pair_0091,4,5,0000,24,1024,0.0234375
H1,92,zz4_H1_zz4_pair_0092,zz4_pair_0092,4,6,0000,74,1024,0.072265625
H1,93,zz4_H1_zz4_pair_0093,zz4_pair_0093,4,7,0000,84,1024,0.08203125
H1,94,zz4_H1_zz4_pair_0094,zz4_pair_0094,4,8,0000,52,1024,0.05078125
H1,95,zz4_H1_zz4_pair_0095,zz4_pair_0095,4,9,0000,69,1024,0.0673828125
H1,96,zz4_H1_zz4_pair_0096,zz4_pair_0096,4,10,0000,26,1024,0.025390625
H1,97,zz4_H1_zz4_pair_0097,zz4_pair_0097,4,11,0000,79,1024,0.0771484375
H1,98,zz4_H1_zz4_pair_0098,zz4_pair_0098,4,12,0000,126,1024,0.123046875
H1,99,zz4_H1_zz4_pair_0099,zz4_pair_0099,4,13,0000,213,1024,0.2080078125
H1,100,zz4_H1_zz4_pair_0100,zz4_pair_0100,4,14,0000,32,1024,0.03125
H1,101,zz4_H1_zz4_pair_0101,zz4_pair_0101,4,15,0000,51,1024,0.0498046875
H1,102,zz4_H1_zz4_pair_0102,zz4_pair_0102,4,16,0000,36,1024,0.03515625
H1,103,zz4_H1_zz4_pair_0103,zz4_pair_0103,4,17,0000,139,1024,0.1357421875
H1,104,zz4_H1_zz4_pair_0104,zz4_pair_0104,4,18,0000,58,1024,0.056640625
H1,105,zz4_H1_zz4_pair_0105,zz4_pair_0105,4,19,0000,118,1024,0.115234375
H1,106,zz4_H1_zz4_pair_0106,zz4_pair_0106,4,20,0000,345,1024,0.3369140625
H1,107,zz4_H1_zz4_pair_0107,zz4_pair_0107,4,21,0000,145,1024,0.1416015625
H1,108,zz4_H1_zz4_pair_0108,zz4_pair_0108,4,22,0000,32,1024,0.03125
H1,109,zz4_H1_zz4_pair_0109,zz4_pair_0109,4,23,0000,18,1024,0.017578125
H1,110,zz4_H1_zz4_pair_0110,zz4_pair_0110,5,5,0000,960,1024,0.9375
H1,111,zz4_H1_zz4_pair_0111,zz4_pair_0111,5,6,0000,38,1024,0.037109375
H1,112,zz4_H1_zz4_pair_0112,zz4_pair_0112,5,7,0000,87,1024,0.0849609375
H1,113,zz4_H1_zz4_pair_0113,zz4_pair_0113,5,8,0000,120,1024,0.1171875
H1,114,zz4_H1_zz4_pair_0114,zz4_pair_0114,5,9,0000,109,1024,0.1064453125
H1,115,zz4_H1_zz4_pair_0115,zz4_pair_0115,5,10,0000,26,1024,0.025390625
H1,116,zz4_H1_zz4_pair_0116,zz4_pair_0116,5,11,0000,52,1024,0.05078125
H1,117,zz4_H1_zz4_pair_0117,zz4_pair_0117,5,12,0000,129,1024,0.1259765625
H1,118,zz4_H1_zz4_pair_0118,zz4_pair_0118,5,13,0000,97,1024,0.0947265625
H1,119,zz4_H1_zz4_pair_0119,zz4_pair_0119,5,14,0000,19,1024,0.0185546875
H1,120,zz4_H1_zz4_pair_0120,zz4_pair_0120,5,15,0000,24,1024,0.0234375
H1,121,zz4_H1_zz4_pair_0121,zz4_pair_0121,5,16,0000,108,1024,0.10546875
H1,122,zz4_H1_zz4_pair_0122,zz4_pair_0122,5,17,0000,97,1024,0.0947265625
H1,123,zz4_H1_zz4_pair_0123,zz4_pair_0123,5,18,0000,93,1024,0.0908203125
H1,124,zz4_H1_zz4_pair_0124,zz4_pair_0124,5,19,0000,36,1024,0.03515625
H1,125,zz4_H1_zz4_pair_0125,zz4_pair_0125,5,20,0000,33,1024,0.0322265625
H1,126,zz4_H1_zz4_pair_0126,zz4_pair_0126,5,21,0000,34,1024,0.033203125
H1,127,zz4_H1_zz4_pair_0127,zz4_pair_0127,5,22,0000,47,1024,0.0458984375
H1,128,zz4_H1_zz4_pair_0128,zz4_pair_0128,5,23,0000,110,1024,0.107421875
H1,129,zz4_H1_zz4_pair_0129,zz4_pair_0129,6,6,0000,964,1024,0.94140625
H1,130,zz4_H1_zz4_pair_0130,zz4_pair_0130,6,7,0000,179,1024,0.1748046875
H1,131,zz4_H1_zz4_pair_0131,zz4_pair_0131,6,8,0000,53,1024,0.0517578125
H1,132,zz4_H1_zz4_pair_0132,zz4_pair_0132,6,9,0000,31,1024,0.0302734375
H1,133,zz4_H1_zz4_pair_0133,zz4_pair_0133,6,10,0000,334,1024,0.326171875
H1,134,zz4_H1_zz4_pair_0134,zz4_pair_0134,6,11,0000,43,1024,0.0419921875
H1,135,zz4_H1_zz4_pair_0135,zz4_pair_0135,6,12,0000,17,1024,0.0166015625
H1,136,zz4_H1_zz4_pair_0136,zz4_pair_0136,6,13,0000,6,1024,0.005859375
H1,137,zz4_H1_zz4_pair_0137,zz4_pair_0137,6,14,0000,142,1024,0.138671875
H1,138,zz4_H1_zz4_pair_0138,zz4_pair_0138,6,15,0000,49,1024,0.0478515625
H1,139,zz4_H1_zz4_pair_0139,zz4_pair_0139,6,16,0000,63,1024,0.0615234375
H1,140,zz4_H1_zz4_pair_0140,zz4_pair_0140,6,17,0000,137,1024,0.1337890625
H1,141,zz4_H1_zz4_pair_0141,zz4_pair_0141,6,18,0000,146,1024,0.142578125
H1,142,zz4_H1_zz4_pair_0142,zz4_pair_0142,6,19,0000,86,1024,0.083984375
H1,143,zz4_H1_zz4_pair_0143,zz4_pair_0143,6,20,0000,116,1024,0.11328125
H1,144,zz4_H1_zz4_pair_0144,zz4_pair_0144,6,21,0000,24,1024,0.0234375
H1,145,zz4_H1_zz4_pair_0145,zz4_pair_0145,6,22,0000,302,1024,0.294921875
H1,146,zz4_H1_zz4_pair_0146,zz4_pair_0146,6,23,0000,35,1024,0.0341796875
H1,147,zz4_H1_zz4_pair_0147,zz4_pair_0147,7,7,0000,962,1024,0.939453125
H1,148,zz4_H1_zz4_pair_0148,zz4_pair_0148,7,8,0000,26,1024,0.025390625
H1,149,zz4_H1_zz4_pair_0149,zz4_pair_0149,7,9,0000,24,1024,0.0234375
H1,150,zz4_H1_zz4_pair_0150,zz4_pair_0150,7,10,0000,215,1024,0.2099609375
H1,151,zz4_H1_zz4_pair_0151,zz4_pair_0151,7,11,0000,70,1024,0.068359375
H1,152,zz4_H1_zz4_pair_0152,zz4_pair_0152,7,12,0000,59,1024,0.0576171875
H1,153,zz4_H1_zz4_pair_0153,zz4_pair_0153,7,13,0000,45,1024,0.0439453125
H1,154,zz4_H1_zz4_pair_0154,zz4_pair_0154,7,14,0000,114,1024,0.111328125
H1,155,zz4_H1_zz4_pair_0155,zz4_pair_0155,7,15,0000,132,1024,0.12890625
H1,156,zz4_H1_zz4_pair_0156,zz4_pair_0156,7,16,0000,26,1024,0.025390625
H1,157,zz4_H1_zz4_pair_0157,zz4_pair_0157,7,17,0000,26,1024,0.025390625
H1,158,zz4_H1_zz4_pair_0158,zz4_pair_0158,7,18,0000,48,1024,0.046875
H1,159,zz4_H1_zz4_pair_0159,zz4_pair_0159,7,19,0000,42,1024,0.041015625
H1,160,zz4_H1_zz4_pair_0160,zz4_pair_0160,7,20,0000,36,1024,0.03515625
H1,161,zz4_H1_zz4_pair_0161,zz4_pair_0161,7,21,0000,62,1024,0.060546875
H1,162,zz4_H1_zz4_pair_0162,zz4_pair_0162,7,22,0000,191,1024,0.1865234375
H1,163,zz4_H1_zz4_pair_0163,zz4_pair_0163,7,23,0000,35,1024,0.0341796875
H1,164,zz4_H1_zz4_pair_0164,zz4_pair_0164,8,8,0000,969,1024,0.9462890625
H1,165,zz4_H1_zz4_pair_0165,zz4_pair_0165,8,9,0000,45,1024,0.0439453125
H1,166,zz4_H1_zz4_pair_0166,zz4_pair_0166,8,10,0000,116,1024,0.11328125
H1,167,zz4_H1_zz4_pair_0167,zz4_pair_0167,8,11,0000,36,1024,0.03515625
H1,168,zz4_H1_zz4_pair_0168,zz4_pair_0168,8,12,0000,44,1024,0.04296875
H1,169,zz4_H1_zz4_pair_0169,zz4_pair_0169,8,13,0000,81,1024,0.0791015625
H1,170,zz4_H1_zz4_pair_0170,zz4_pair_0170,8,14,0000,29,1024,0.0283203125
H1,171,zz4_H1_zz4_pair_0171,zz4_pair_0171,8,15,0000,27,1024,0.0263671875
H1,172,zz4_H1_zz4_pair_0172,zz4_pair_0172,8,16,0000,18,1024,0.017578125
H1,173,zz4_H1_zz4_pair_0173,zz4_pair_0173,8,17,0000,39,1024,0.0380859375
H1,174,zz4_H1_zz4_pair_0174,zz4_pair_0174,8,18,0000,44,1024,0.04296875
H1,175,zz4_H1_zz4_pair_0175,zz4_pair_0175,8,19,0000,31,1024,0.0302734375
H1,176,zz4_H1_zz4_pair_0176,zz4_pair_0176,8,20,0000,78,1024,0.076171875
H1,177,zz4_H1_zz4_pair_0177,zz4_pair_0177,8,21,0000,11,1024,0.0107421875
H1,178,zz4_H1_zz4_pair_0178,zz4_pair_0178,8,22,0000,156,1024,0.15234375
H1,179,zz4_H1_zz4_pair_0179,zz4_pair_0179,8,23,0000,151,1024,0.1474609375
H1,180,zz4_H1_zz4_pair_0180,zz4_pair_0180,9,9,0000,945,1024,0.9228515625
H1,181,zz4_H1_zz4_pair_0181,zz4_pair_0181,9,10,0000,92,1024,0.08984375
H1,182,zz4_H1_zz4_pair_0182,zz4_pair_0182,9,11,0000,72,1024,0.0703125
H1,183,zz4_H1_zz4_pair_0183,zz4_pair_0183,9,12,0000,124,1024,0.12109375
H1,184,zz4_H1_zz4_pair_0184,zz4_pair_0184,9,13,0000,132,1024,0.12890625
H1,185,zz4_H1_zz4_pair_0185,zz4_pair_0185,9,14,0000,82,1024,0.080078125
H1,186,zz4_H1_zz4_pair_0186,zz4_pair_0186,9,15,0000,113,1024,0.1103515625
H1,187,zz4_H1_zz4_pair_0187,zz4_pair_0187,9,16,0000,171,1024,0.1669921875
H1,188,zz4_H1_zz4_pair_0188,zz4_pair_0188,9,17,0000,56,1024,0.0546875
H1,189,zz4_H1_zz4_pair_0189,zz4_pair_0189,9,18,0000,63,1024,0.0615234375
H1,190,zz4_H1_zz4_pair_0190,zz4_pair_0190,9,19,0000,31,1024,0.0302734375
H1,191,zz4_H1_zz4_pair_0191,zz4_pair_0191,9,20,0000,152,1024,0.1484375
H1,192,zz4_H1_zz4_pair_0192,zz4_pair_0192,9,21,0000,44,1024,0.04296875
H1,193,zz4_H1_zz4_pair_0193,zz4_pair_0193,9,22,0000,98,1024,0.095703125
H1,194,zz4_H1_zz4_pair_0194,zz4_pair_0194,9,23,0000,50,1024,0.048828125
H1,195,zz4_H1_zz4_pair_0195,zz4_pair_0195,10,10,0000,948,1024,0.92578125
H1,196,zz4_H1_zz4_pair_0196,zz4_pair_0196,10,11,0000,28,1024,0.02734375
H1,197,zz4_H1_zz4_pair_0197,zz4_pair_0197,10,12,0000,36,1024,0.03515625
H1,198,zz4_H1_zz4_pair_0198,zz4_pair_0198,10,13,0000,18,1024,0.017578125
H1,199,zz4_H1_zz4_pair_0199,zz4_pair_0199,10,14,0000,26,1024,0.025390625
H1,200,zz4_H1_zz4_pair_0200,zz4_pair_0200,10,15,0000,25,1024,0.0244140625
H1,201,zz4_H1_zz4_pair_0201,zz4_pair_0201,10,16,0000,38,1024,0.037109375
H1,202,zz4_H1_zz4_pair_0202,zz4_pair_0202,10,17,0000,118,1024,0.115234375
H1,203,zz4_H1_zz4_pair_0203,zz4_pair_0203,10,18,0000,172,1024,0.16796875
H1,204,zz4_H1_zz4_pair_0204,zz4_pair_0204,10,19,0000,54,1024,0.052734375
H1,205,zz4_H1_zz4_pair_0205,zz4_pair_0205,10,20,0000,90,1024,0.087890625
H1,206,zz4_H1_zz4_pair_0206,zz4_pair_0206,10,21,0000,88,1024,0.0859375
H1,207,zz4_H1_zz4_pair_0207,zz4_pair_0207,10,22,0000,380,1024,0.37109375
H1,208,zz4_H1_zz4_pair_0208,zz4_pair_0208,10,23,0000,59,1024,0.0576171875
H1,209,zz4_H1_zz4_pair_0209,zz4_pair_0209,11,11,0000,956,1024,0.93359375
H1,210,zz4_H1_zz4_pair_0210,zz4_pair_0210,11,12,0000,110,1024,0.107421875
H1,211,zz4_H1_zz4_pair_0211,zz4_pair_0211,11,13,0000,59,1024,0.0576171875
H1,212,zz4_H1_zz4_pair_0212,zz4_pair_0212,11,14,0000,82,1024,0.080078125
H1,213,zz4_H1_zz4_pair_0213,zz4_pair_0213,11,15,0000,38,1024,0.037109375
H1,214,zz4_H1_zz4_pair_0214,zz4_pair_0214,11,16,0000,315,1024,0.3076171875
H1,215,zz4_H1_zz4_pair_0215,zz4_pair_0215,11,17,0000,16,1024,0.015625
H1,216,zz4_H1_zz4_pair_0216,zz4_pair_0216,11,18,0000,21,1024,0.0205078125
H1,217,zz4_H1_zz4_pair_0217,zz4_pair_0217,11,19,0000,315,1024,0.3076171875
H1,218,zz4_H1_zz4_pair_0218,zz4_pair_0218,11,20,0000,42,1024,0.041015625
H1,219,zz4_H1_zz4_pair_0219,zz4_pair_0219,11,21,0000,198,1024,0.193359375
H1,220,zz4_H1_zz4_pair_0220,zz4_pair_0220,11,22,0000,48,1024,0.046875
H1,221,zz4_H1_zz4_pair_0221,zz4_pair_0221,11,23,0000,28,1024,0.02734375
H1,222,zz4_H1_zz4_pair_0222,zz4_pair_0222,12,12,0000,952,1024,0.9296875
H1,223,zz4_H1_zz4_pair_0223,zz4_pair_0223,12,13,0000,91,1024,0.0888671875
H1,224,zz4_H1_zz4_pair_0224,zz4_pair_0224,12,14,0000,58,1024,0.056640625
H1,225,zz4_H1_zz4_pair_0225,zz4_pair_0225,12,15,0000,35,1024,0.0341796875
H1,226,zz4_H1_zz4_pair_0226,zz4_pair_0226,12,16,0000,169,1024,0.1650390625
H1,227,zz4_H1_zz4_pair_0227,zz4_pair_0227,12,17,0000,126,1024,0.123046875
H1,228,zz4_H1_zz4_pair_0228,zz4_pair_0228,12,18,0000,197,1024,0.1923828125
H1,229,zz4_H1_zz4_pair_0229,zz4_pair_0229,12,19,0000,71,1024,0.0693359375
H1,230,zz4_H1_zz4_pair_0230,zz4_pair_0230,12,20,0000,50,1024,0.048828125
H1,231,zz4_H1_zz4_pair_0231,zz4_pair_0231,12,21,0000,174,1024,0.169921875
H1,232,zz4_H1_zz4_pair_0232,zz4_pair_0232,12,22,0000,92,1024,0.08984375
H1,233,zz4_H1_zz4_pair_0233,zz4_pair_0233,12,23,0000,87,1024,0.0849609375
H1,234,zz4_H1_zz4_pair_0234,zz4_pair_0234,13,13,0000,971,1024,0.9482421875
H1,235,zz4_H1_zz4_pair_0235,zz4_pair_0235,13,14,0000,51,1024,0.0498046875
H1,236,zz4_H1_zz4_pair_0236,zz4_pair_0236,13,15,0000,81,1024,0.0791015625
H1,237,zz4_H1_zz4_pair_0237,zz4_pair_0237,13,16,0000,23,1024,0.0224609375
H1,238,zz4_H1_zz4_pair_0238,zz4_pair_0238,13,17,0000,143,1024,0.1396484375
H1,239,zz4_H1_zz4_pair_0239,zz4_pair_0239,13,18,0000,74,1024,0.072265625
H1,240,zz4_H1_zz4_pair_0240,zz4_pair_0240,13,19,0000,49,1024,0.0478515625
H1,241,zz4_H1_zz4_pair_0241,zz4_pair_0241,13,20,0000,199,1024,0.1943359375
H1,242,zz4_H1_zz4_pair_0242,zz4_pair_0242,13,21,0000,18,1024,0.017578125
H1,243,zz4_H1_zz4_pair_0243,zz4_pair_0243,13,22,0000,42,1024,0.041015625
H1,244,zz4_H1_zz4_pair_0244,zz4_pair_0244,13,23,0000,30,1024,0.029296875
H1,245,zz4_H1_zz4_pair_0245,zz4_pair_0245,14,14,0000,967,1024,0.9443359375
H1,246,zz4_H1_zz4_pair_0246,zz4_pair_0246,14,15,0000,70,1024,0.068359375
