0.93359375,0.01953125,0.0322265625,0.0361328125,0.0322265625,0.0283203125,0.0224609375,0.0361328125,0.04296875,0.0322265625,0.021484375,0.025390625,0.0322265625,0.0302734375,0.1591796875,0.162109375,0.107421875,0.0234375,0.0146484375,0.044921875,0.0498046875,0.013671875,0.017578125,0.0966796875
0.01953125,0.943359375,0.0703125,0.02734375,0.1357421875,0.240234375,0.1318359375,0.1142578125,0.04296875,0.1591796875,0.1474609375,0.0703125,0.3076171875,0.0712890625,0.0205078125,0.013671875,0.1328125,0.251953125,0.318359375,0.025390625,0.119140625,0.1376953125,0.1357421875,0.0888671875
0.0322265625,0.0703125,0.9267578125,0.150390625,0.0517578125,0.00390625,0.32421875,0.0654296875,0.029296875,0.015625,0.337890625,0.060546875,0.0791015625,0.033203125,0.0400390625,0.0078125,0.0546875,0.015625,0.08203125,0.0517578125,0.0673828125,0.029296875,0.3330078125,0.013671875
0.0361328125,0.02734375,0.150390625,0.93359375,0.0048828125,0.068359375,0.078125,0.0400390625,0.0732421875,0.0400390625,0.0556640625,0.06640625,0.048828125,0.0126953125,0.0576171875,0.0595703125,0.0703125,0.02734375,0.025390625,0.0546875,0.01953125,0.03515625,0.0673828125,0.087890625
0.0322265625,0.1357421875,0.0517578125,0.0048828125,0.94140625,0.0234375,0.072265625,0.08203125,0.05078125,0.0673828125,0.025390625,0.0771484375,0.123046875,0.2080078125,0.03125,0.0498046875,0.03515625,0.1357421875,0.056640625,0.115234375,0.3369140625,0.1416015625,0.03125,0.017578125
0.0283203125,0.240234375,0.00390625,0.068359375,0.0234375,0.9375,0.037109375,0.0849609375,0.1171875,0.1064453125,0.025390625,0.05078125,0.1259765625,0.0947265625,0.0185546875,0.0234375,0.10546875,0.0947265625,0.0908203125,0.03515625,0.0322265625,0.033203125,0.0458984375,0.107421875
0.0224609375,0.1318359375,0.32421875,0.078125,0.072265625,0.037109375,0.94140625,0.1748046875,0.0517578125,0.0302734375,0.326171875,0.0419921875,0.0166015625,0.005859375,0.138671875,0.0478515625,0.0615234375,0.1337890625,0.142578125,0.083984375,0.11328125,0.0234375,0.294921875,0.0341796875
0.0361328125,0.1142578125,0.0654296875,0.0400390625,0.08203125,0.0849609375,0.1748046875,0.939453125,0.025390625,0.0234375,0.2099609375,0.068359375,0.0576171875,0.0439453125,0.111328125,0.12890625,0.025390625,0.025390625,0.046875,0.041015625,0.03515625,0.060546875,0.1865234375,0.0341796875
0.04296875,0.04296875,0.029296875,0.0732421875,0.05078125,0.1171875,0.0517578125,0.025390625,0.9462890625,0.0439453125,0.11328125,0.03515625,0.04296875,0.0791015625,0.0283203125,0.0263671875,0.017578125,0.0380859375,0.04296875,0.0302734375,0.076171875,0.0107421875,0.15234375,0.1474609375
0.0322265625,0.1591796875,0.015625,0.0400390625,0.0673828125,0.1064453125,0.0302734375,0.0234375,0.0439453125,0.9228515625,0.08984375,0.0703125,0.12109375,0.12890625,0.080078125,0.1103515625,0.1669921875,0.0546875,0.0615234375,0.0302734375,0.1484375,0.04296875,0.095703125,0.048828125
0.021484375,0.1474609375,0.337890625,0.0556640625,0.025390625,0.025390625,0.326171875,0.2099609375,0.11328125,0.08984375,0.92578125,0.02734375,0.03515625,0.017578125,0.025390625,0.0244140625,0.037109375,0.115234375,0.16796875,0.052734375,0.087890625,0.0859375,0.37109375,0.0576171875
0.025390625,0.0703125,0.060546875,0.06640625,0.0771484375,0.05078125,0.0419921875,0.068359375,0.03515625,0.0703125,0.02734375,0.93359375,0.107421875,0.0576171875,0.080078125,0.037109375,0.3076171875,0.015625,0.0205078125,0.3076171875,0.041015625,0.193359375,0.046875,0.02734375
0.0322265625,0.3076171875,0.0791015625,0.048828125,0.123046875,0.1259765625,0.0166015625,0.0576171875,0.04296875,0.12109375,0.03515625,0.107421875,0.9296875,0.0888671875,0.056640625,0.0341796875,0.1650390625,0.123046875,0.1923828125,0.0693359375,0.048828125,0.169921875,0.08984375,0.0849609375
0.0302734375,0.0712890625,0.033203125,0.0126953125,0.2080078125,0.0947265625,0.005859375,0.0439453125,0.0791015625,0.12890625,0.017578125,0.0576171875,0.0888671875,0.9482421875,0.0498046875,0.0791015625,0.0224609375,0.1396484375,0.072265625,0.0478515625,0.1943359375,0.017578125,0.041015625,0.029296875
0.1591796875,0.0205078125,0.0400390625,0.0576171875,0.03125,0.0185546875,0.138671875,0.111328125,0.0283203125,0.080078125,0.025390625,0.080078125,0.056640625,0.0498046875,0.9443359375,0.068359375,0.052734375,0.083984375,0.115234375,0.0400390625,0.1630859375,0.0703125,0.125,0.0302734375
0.162109375,0.013671875,0.0078125,0.0595703125,0.0498046875,0.0234375,0.0478515625,0.12890625,0.0263671875,0.1103515625,0.0244140625,0.037109375,0.0341796875,0.0791015625,0.068359375,0.931640625,0.1162109375,0.0361328125,0.029296875,0.0615234375,0.0185546875,0.013671875,0.041015625,0.0576171875
0.107421875,0.1328125,0.0546875,0.0703125,0.03515625,0.10546875,0.0615234375,0.025390625,0.017578125,0.1669921875,0.037109375,0.3076171875,0.1650390625,0.0224609375,0.052734375,0.1162109375,0.931640625,0.0595703125,0.09765625,0.3447265625,0.048828125,0.0703125,0.052734375,0.0146484375
0.0234375,0.251953125,0.015625,0.02734375,0.1357421875,0.0947265625,0.1337890625,0.025390625,0.0380859375,0.0546875,0.115234375,0.015625,0.123046875,0.1396484375,0.083984375,0.0361328125,0.0595703125,0.9248046875,0.2734375,0.1201171875,0.2431640625,0.0107421875,0.126953125,0.021484375
